head_id,score,head_label
14199,-4.220940589904785,Pergolide
14145,-4.221168518066406,Rabeprazole
13378,-4.221994876861572,Tolcapone
13511,-4.223625183105469,Quinine
13778,-4.223709583282471,Modafinil
14028,-4.22438383102417,Letrozole
14025,-4.225005626678467,Cromoglicic acid
13935,-4.225195407867432,Zonisamide
13913,-4.225204944610596,Risedronic acid
13577,-4.2258381843566895,Nortriptyline
14121,-4.227646350860596,Sertraline
14527,-4.229523181915283,Rivaroxaban
13537,-4.229583263397217,Entacapone
13757,-4.230040073394775,Imiquimod
13590,-4.231806755065918,Methoxsalen
13693,-4.2319536209106445,Acamprosate
14180,-4.232777118682861,Itraconazole
13876,-4.233006000518799,Flurandrenolide
14339,-4.235459327697754,Bezafibrate
13450,-4.239605903625488,Nisoldipine
13395,-4.239832878112793,Cetirizine
13690,-4.24041223526001,Trazodone
13604,-4.241123199462891,Cephalexin
13860,-4.24164342880249,Diazepam
14246,-4.242028713226318,Levodopa
13374,-4.242121696472168,Piperacillin
13249,-4.24296236038208,Carbidopa
13695,-4.243520259857178,Verapamil
14356,-4.2451348304748535,Cefepime
13481,-4.245162010192871,Cyproheptadine
13816,-4.245851039886475,Mefenamic acid
14035,-4.2470808029174805,Clobetasol propionate
13264,-4.248874187469482,Reserpine
13386,-4.250215530395508,Ipratropium
13732,-4.2512102127075195,Nitrofurantoin
14509,-4.252607822418213,Abiraterone
14468,-4.255002975463867,Cyproterone acetate
14438,-4.255520820617676,Thiothixene
14498,-4.255609512329102,Trabectedin
13973,-4.255635738372803,Felbamate
13718,-4.256161212921143,Tobramycin
13519,-4.2571940422058105,Duloxetine
13550,-4.257979869842529,Dextrothyroxine
14589,-4.2582783699035645,Cabazitaxel
13310,-4.26274299621582,Medrysone
14037,-4.264101028442383,Sulfamethoxazole
13927,-4.265597820281982,Didanosine
13542,-4.265768051147461,Flutamide
13862,-4.267242431640625,Trifluoperazine
13337,-4.267540454864502,Lidocaine
14275,-4.267778396606445,Paliperidone
13173,-4.268382549285889,Desmopressin
13376,-4.268538475036621,Amitriptyline
13520,-4.269145965576172,Chlorpromazine
13969,-4.269205570220947,Acetylsalicylic acid
14091,-4.270138740539551,Fludarabine
14095,-4.2704572677612305,Etidronic acid
13370,-4.2713141441345215,Zolmitriptan
13514,-4.273428916931152,Montelukast
13790,-4.273867130279541,Dolasetron
14630,-4.27545690536499,Vismodegib
14193,-4.276043891906738,Rescinnamine
14155,-4.276594161987305,Cefadroxil
13952,-4.278361797332764,Famotidine
13942,-4.278453826904297,Metronidazole
14359,-4.280562877655029,Cefpodoxime
13994,-4.28077507019043,Azelastine
14653,-4.281063556671143,Enzalutamide
13352,-4.282464027404785,Ropivacaine
13719,-4.282804489135742,Trovafloxacin
13235,-4.283924579620361,Fluvoxamine
13259,-4.284156799316406,Caffeine
13613,-4.286074161529541,Valaciclovir
13734,-4.287016868591309,Eplerenone
13451,-4.287088871002197,Eszopiclone
14251,-4.288121223449707,Epoprostenol
14078,-4.288301944732666,Amoxicillin
13735,-4.288473129272461,Amprenavir
13890,-4.288994312286377,Diflunisal
13544,-4.290560245513916,Cimetidine
14514,-4.290706157684326,Acetylcysteine
13240,-4.2913498878479,Baclofen
13228,-4.291426658630371,Cholecalciferol
13411,-4.291428089141846,Mefloquine
14426,-4.294159412384033,Valganciclovir
13830,-4.295412063598633,Tazarotene
13643,-4.296745300292969,Chloroquine
13606,-4.297164440155029,Fondaparinux
13338,-4.298218250274658,Pamidronic acid
13676,-4.299083232879639,Pemetrexed
13715,-4.299108028411865,Amphotericin B
13472,-4.300118923187256,Zolpidem
13596,-4.301518440246582,Bosentan
14135,-4.301955699920654,Diazoxide
14447,-4.302546501159668,Calcipotriol
14271,-4.303636074066162,Decitabine
13321,-4.303923606872559,Metoprolol
14645,-4.305147647857666,Linagliptin
13492,-4.306232452392578,Chloramphenicol
14013,-4.307237148284912,Oxaprozin
13877,-4.308021545410156,Cysteamine
14159,-4.308416366577148,Diclofenamide
14342,-4.310847282409668,Digitoxin
13351,-4.311204433441162,Morphine
13540,-4.311519145965576,Oxycodone
13256,-4.312862396240234,Oseltamivir
13917,-4.313364028930664,Granisetron
14341,-4.313745021820068,Drospirenone
14252,-4.314241409301758,Gemfibrozil
13683,-4.314253807067871,Stavudine
13385,-4.314576625823975,Metformin
13584,-4.314931392669678,Desoximetasone
13438,-4.315117359161377,Carbimazole
13850,-4.315342903137207,Acetazolamide
14207,-4.315669059753418,Flecainide
14210,-4.315795421600342,Zopiclone
13255,-4.316094398498535,Fluconazole
13827,-4.317251682281494,Candesartan cilexetil
14000,-4.318324089050293,Lomefloxacin
13916,-4.318329334259033,Mechlorethamine
13811,-4.318650245666504,Nalidixic acid
14648,-4.319456577301025,Carfilzomib
13909,-4.3209919929504395,Chlorothiazide
13400,-4.321134090423584,Trimethadione
14577,-4.32130241394043,Fosaprepitant
14639,-4.3239264488220215,Fingolimod
13290,-4.324277877807617,Methyclothiazide
13888,-4.324955463409424,Penicillamine
13938,-4.325032711029053,Repaglinide
13575,-4.325784206390381,Gadoversetamide
13763,-4.326406955718994,Thiabendazole
13382,-4.327001571655273,Hydromorphone
13802,-4.329602241516113,Alprostadil
14066,-4.3298211097717285,Fluocinonide
14094,-4.3306427001953125,Atorvastatin
13831,-4.331751346588135,Fenoldopam
14402,-4.331894874572754,Liotrix
13929,-4.3324971199035645,Etacrynic acid
13391,-4.332735061645508,Pimecrolimus
13488,-4.3335041999816895,Entecavir
14156,-4.334095001220703,Micafungin
13908,-4.3344573974609375,Emtricitabine
13307,-4.336156845092773,Dapsone
14444,-4.33664608001709,Roflumilast
13356,-4.338552951812744,Tenofovir disoproxil
14212,-4.338702201843262,Bromocriptine
13932,-4.339603900909424,Tiagabine
13274,-4.341228008270264,Eletriptan
14416,-4.342764854431152,Tiaprofenic acid
14090,-4.3430609703063965,Atazanavir
13406,-4.344378471374512,Methylergometrine
13548,-4.345670223236084,Nitazoxanide
13246,-4.345702171325684,Esmolol
13891,-4.346343994140625,Vardenafil
13543,-4.34672737121582,Tolmetin
13849,-4.348425388336182,Propofol
13300,-4.348769187927246,Ranolazine
13701,-4.348840236663818,DB00667
14260,-4.349323749542236,Iodixanol
13340,-4.3495073318481445,Acarbose
13947,-4.349889278411865,Buprenorphine
13554,-4.351285934448242,Dextromethorphan
14515,-4.3527140617370605,Rimonabant
13810,-4.352738857269287,Roxithromycin
14206,-4.353242874145508,Brinzolamide
13568,-4.354266166687012,Foscarnet
14676,-4.354472637176514,Iopamidol
13214,-4.35502815246582,Ergocalciferol
13633,-4.3560404777526855,Labetalol
13618,-4.356112003326416,Levocarnitine
14616,-4.35755729675293,Nandrolone decanoate
14147,-4.357696056365967,Proguanil
13586,-4.359090328216553,Zafirlukast
14232,-4.359192848205566,Rifaximin
13800,-4.359323024749756,Olopatadine
13796,-4.360620021820068,Methimazole
13496,-4.361818313598633,Levothyroxine
14202,-4.361923694610596,Clindamycin
13572,-4.362189292907715,Cefdinir
13851,-4.363024711608887,Tadalafil
13753,-4.363302230834961,Clodronic acid
13905,-4.363382339477539,Eprosartan
14261,-4.364604949951172,Olsalazine
14129,-4.365987300872803,Papaverine
14507,-4.366026878356934,Telaprevir
14636,-4.366403102874756,Rilpivirine
13468,-4.367210865020752,Spironolactone
13291,-4.368053913116455,Aminosalicylic acid
14599,-4.368485927581787,Plerixafor
13503,-4.369000434875488,Imipramine
13656,-4.369234085083008,Oxandrolone
13820,-4.369351863861084,Gadopentetic acid
14093,-4.369394779205322,Diphenhydramine
13506,-4.369954586029053,Nabumetone
13428,-4.370500564575195,Palonosetron
13682,-4.372612476348877,Mitotane
14024,-4.374822616577148,Levobupivacaine
13473,-4.375153541564941,Famciclovir
14565,-4.375364780426025,Gadofosveset trisodium
14555,-4.375448226928711,Dabigatran etexilate
13563,-4.375839710235596,Metolazone
14254,-4.377051830291748,Chloroxine
13435,-4.377230167388916,Valrubicin
13430,-4.377713203430176,Mexiletine
14476,-4.378368854522705,Nebivolol
14297,-4.3784613609313965,Polythiazide
13883,-4.3785881996154785,Levorphanol
14045,-4.378873348236084,Felodipine
13345,-4.378900051116943,Atomoxetine
13867,-4.380159854888916,Loperamide
13263,-4.380509376525879,Pyrimethamine
13941,-4.381307601928711,Amantadine
14504,-4.381611347198486,Rotigotine
14540,-4.381611347198486,Etravirine
13281,-4.381753921508789,Diflorasone
13431,-4.3836750984191895,Dexrazoxane
14205,-4.384068489074707,Acebutolol
13367,-4.386769771575928,Pentobarbital
13907,-4.389797687530518,Chlorhexidine
14536,-4.39070463180542,Simeprevir
13397,-4.390717506408691,Protriptyline
14474,-4.392397403717041,Ixabepilone
13567,-4.393080234527588,Lercanidipine
14559,-4.393367767333984,Degarelix
13236,-4.394747257232666,Valsartan
13628,-4.395342826843262,Ethosuximide
13797,-4.395753860473633,Mometasone
13272,-4.3959641456604,Torasemide
14227,-4.396684646606445,Estazolam
13981,-4.3973612785339355,Norgestimate
14215,-4.397768974304199,Nadolol
14008,-4.397880554199219,Glycopyrronium
14492,-4.398189067840576,Iloperidone
14166,-4.399969100952148,Desipramine
14053,-4.400182247161865,Probenecid
13749,-4.400386333465576,Nedocromil
14224,-4.403205871582031,Ceftriaxone
13779,-4.403326511383057,Deferoxamine
13699,-4.403426170349121,Nilutamide
13501,-4.403698921203613,Cefalotin
14629,-4.4051618576049805,Lomitapide
13443,-4.405433654785156,Beclomethasone dipropionate
13579,-4.405743598937988,Benazepril
13500,-4.406552791595459,Loratadine
13257,-4.407398700714111,Erythromycin
13648,-4.408901691436768,Amodiaquine
14497,-4.409651279449463,Indacaterol
13781,-4.4103217124938965,Carbinoxamine
13668,-4.41087532043457,Dexmedetomidine
13997,-4.411171913146973,Dipyridamole
13841,-4.411768913269043,Biperiden
13408,-4.41293478012085,Aztreonam
14222,-4.41352653503418,Levobunolol
13379,-4.415677070617676,Fluorometholone
13305,-4.4163594245910645,Cabergoline
14047,-4.417052745819092,Amlexanox
14399,-4.41777229309082,Oxprenolol
13357,-4.418173313140869,Flucloxacillin
14598,-4.418217658996582,Nonoxynol-9
13533,-4.419161319732666,Buspirone
13881,-4.420334815979004,Pseudoephedrine
14255,-4.421418190002441,Bepridil
13946,-4.421939849853516,Ketotifen
14326,-4.422094345092773,Iohexol
13650,-4.42240571975708,Rifabutin
13954,-4.423896312713623,Misoprostol
13976,-4.4242939949035645,Naratriptan
14665,-4.425541877746582,Levomilnacipran
14023,-4.427077770233154,Salbutamol
13269,-4.427567005157471,Midodrine
13658,-4.428365230560303,Fluphenazine
13625,-4.428467273712158,Doxazosin
14036,-4.4293951988220215,Balsalazide
13807,-4.429464817047119,Tirofiban
13664,-4.429516315460205,Guanabenz
13405,-4.429544925689697,Tioguanine
14560,-4.431580543518066,Desvenlafaxine
14231,-4.432652950286865,Dantrolene
13720,-4.432838439941406,Pentosan polysulfate
13998,-4.43392276763916,Telithromycin
13977,-4.433986663818359,Rizatriptan
14596,-4.435000896453857,Nepafenac
13192,-4.435028553009033,L-Glutamine
14526,-4.435451030731201,Lacosamide
14344,-4.435498237609863,DB01398
13413,-4.435662269592285,Sapropterin
13702,-4.436464309692383,Epinephrine
14463,-4.436943531036377,Suramin
13636,-4.4373884201049805,Linezolid
14295,-4.437458038330078,Fosphenytoin
14647,-4.437816143035889,Icosapent ethyl
13202,-4.43792724609375,Riboflavin
14279,-4.438350200653076,Hydralazine
14623,-4.4390645027160645,Ticagrelor
14043,-4.440266132354736,Trichlormethiazide
13230,-4.440496921539307,ATP
13463,-4.440646648406982,Ampicillin
13754,-4.440892219543457,Procaine
13418,-4.441048622131348,Doxylamine
13222,-4.441343784332275,Vitamin A
13343,-4.443390846252441,Travoprost
13466,-4.443615436553955,Miglustat
13483,-4.44482946395874,Bendroflumethiazide
13974,-4.446386814117432,Fexofenadine
13471,-4.44676399230957,Hyoscyamine
13759,-4.447565078735352,Trimipramine
14235,-4.448243141174316,Aminophylline
14187,-4.448309421539307,Phenobarbital
13944,-4.448421955108643,Almotriptan
13399,-4.448597431182861,Alfuzosin
14040,-4.449109077453613,Guanfacine
13545,-4.449347496032715,Haloperidol
14317,-4.450301647186279,Amobarbital
13311,-4.450955867767334,Doxycycline
14439,-4.452449321746826,Zuclopenthixol
13184,-4.453523635864258,Biotin
13344,-4.453782081604004,Amcinonide
13950,-4.45488166809082,Cyclobenzaprine
13485,-4.455229759216309,Ceftazidime
13353,-4.455275535583496,Bupivacaine
14485,-4.4557647705078125,Milnacipran
14176,-4.458334922790527,Terazosin
13776,-4.458492755889893,Gadobenic acid
13289,-4.458953857421875,Temazepam
13536,-4.459159851074219,Cefotaxime
13988,-4.459456920623779,Apraclonidine
14622,-4.459791660308838,Lurasidone
13268,-4.460810661315918,Adapalene
13253,-4.4647016525268555,Vidarabine
13992,-4.4648966789245605,Alosetron
13464,-4.465303421020508,Phenoxymethylpenicillin
13335,-4.46654748916626,Liothyronine
13812,-4.468202114105225,Phenelzine
14544,-4.468441009521484,Agomelatine
13657,-4.468905925750732,Nicardipine
13479,-4.4707231521606445,Trifluridine
13930,-4.470733165740967,Ondansetron
13987,-4.471440315246582,Bromfenac
14076,-4.471841812133789,Praziquantel
13963,-4.472054481506348,Meclofenamic acid
13527,-4.472977638244629,Brimonidine
13681,-4.473103046417236,Dextropropoxyphene
14590,-4.476102828979492,Carglumic acid
14657,-4.476142406463623,Fluticasone furoate
14322,-4.4793806076049805,Lithium cation
13674,-4.479743957519531,Adenosine
14521,-4.479917049407959,Prasugrel
13926,-4.48109769821167,Remifentanil
14352,-4.481339454650879,Tiotropium
13688,-4.481925010681152,Latanoprost
14082,-4.482250213623047,Isoprenaline
13915,-4.482567310333252,Bumetanide
13534,-4.482590675354004,Miglitol
14039,-4.4832634925842285,Minocycline
13326,-4.483614444732666,Isradipine
13446,-4.484648704528809,Phenylpropanolamine
14525,-4.487333297729492,Asenapine
14545,-4.487457275390625,Apixaban
13375,-4.48747444152832,Dihydroergotamine
13923,-4.487640380859375,Rimexolone
14517,-4.488051891326904,Rufinamide
14571,-4.488296985626221,Naphazoline
14034,-4.488544464111328,Cinacalcet
13333,-4.488989353179932,Theophylline
13775,-4.489907264709473,Mannitol
13793,-4.490149021148682,Meropenem
14311,-4.491176128387451,Cilazapril
13358,-4.493904113769531,Tranexamic acid
14358,-4.4939961433410645,Ceftibuten
14395,-4.495167255401611,Dextroamphetamine
13847,-4.497302532196045,Orciprenaline
13580,-4.497365951538086,Amoxapine
13785,-4.497373580932617,Tranylcypromine
14508,-4.499405384063721,Sodium stibogluconate
13241,-4.500215530395508,Amphetamine
14442,-4.500332832336426,Lincomycin
13899,-4.501169681549072,Suprofen
14592,-4.5017290115356445,Difluprednate
